FUNCTION DEPLOYMENT TIMELINE
============================

Report generated: 2025-07-18 13:47:59

Total deployment events: 3096
Number of node-function combinations: 1291

Event Type Summary:
  Deployment events: 23
  Replica events: 1820
  Network events: 1253

CHRONOLOGICAL TIMELINE
======================

t=   0.0s | deployment | global               | resnet50-inference        | deploy resnet50-inference
------------------------------
  t=  83.5s - data_download (45.8 MB) [network]
  t=  83.7s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_160 - unknown:
------------------------------
  t=   9.8s - data_download (45.8 MB) [network]
  t=  10.2s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_18 - unknown:
-----------------------------
  t=   3.9s - data_download (45.8 MB) [network]
  t=   5.7s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_220 - unknown:
------------------------------
  t=  49.2s - data_download (45.8 MB) [network]
  t=  49.6s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_23 - unknown:
-----------------------------
  t=  59.0s - data_download (45.8 MB) [network]
  t=  59.2s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_24 - unknown:
-----------------------------
  t=  64.7s - data_download (45.8 MB) [network]
  t=  64.8s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_240 - unknown:
------------------------------
  t=  49.3s - data_download (45.8 MB) [network]
  t=  49.4s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_266 - unknown:
------------------------------
  t=   9.7s - data_download (45.8 MB) [network]
  t=  10.0s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_289 - unknown:
------------------------------
  t=  69.5s - data_download (45.8 MB) [network]
  t=  71.0s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_305 - unknown:
------------------------------
  t=  78.9s - data_download (45.8 MB) [network]
  t=  79.3s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_311 - unknown:
------------------------------
  t=  69.1s - data_download (45.8 MB) [network]
  t=  69.3s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_335 - unknown:
------------------------------
  t=  63.0s - data_download (45.8 MB) [network]
  t=  63.8s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_344 - unknown:
------------------------------
  t=  50.4s - data_download (45.8 MB) [network]
  t=  50.6s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_359 - unknown:
------------------------------
  t=   4.0s - data_download (45.8 MB) [network]
  t=   5.9s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_37 - unknown:
-----------------------------
  t=  50.8s - data_download (45.8 MB) [network]
  t=  51.1s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_373 - unknown:
------------------------------
  t=  63.1s - data_download (45.8 MB) [network]
  t=  64.1s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_376 - unknown:
------------------------------
  t=  59.4s - data_download (45.8 MB) [network]
  t=  59.8s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_415 - unknown:
------------------------------
  t=  58.3s - data_download (45.8 MB) [network]
  t=  58.9s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_423 - unknown:
------------------------------
  t=  61.3s - data_download (45.8 MB) [network]
  t=  62.0s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_429 - unknown:
------------------------------
  t=  70.9s - data_download (45.8 MB) [network]
  t=  71.5s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_431 - unknown:
------------------------------
  t=  81.5s - data_download (45.8 MB) [network]
  t=  81.9s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_434 - unknown:
------------------------------
  t=  61.2s - data_download (45.8 MB) [network]
  t=  61.9s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_46 - unknown:
-----------------------------
  t=  50.7s - data_download (45.8 MB) [network]
  t=  51.0s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_473 - unknown:
------------------------------
  t=  64.6s - data_download (45.8 MB) [network]
  t=  64.9s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_474 - unknown:
------------------------------
  t=  78.8s - data_download (45.8 MB) [network]
  t=  79.1s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_545 - unknown:
------------------------------
  t=  72.8s - data_download (45.8 MB) [network]
  t=  73.5s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_549 - unknown:
------------------------------
  t=   5.8s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rockpi_555 - unknown:
------------------------------
  t=   9.6s - data_download (45.8 MB) [network]
  t=  10.1s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_584 - unknown:
------------------------------
  t=   3.8s - data_download (45.8 MB) [network]
  t=   5.6s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_59 - unknown:
-----------------------------
  t=  28.3s - data_download (45.8 MB) [network]
  t=  44.0s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_62 - unknown:
-----------------------------
  t=  71.9s - data_download (45.8 MB) [network]
  t=  72.5s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rockpi_89 - unknown:
-----------------------------
  t=  49.9s - data_download (45.8 MB) [network]
  t=  50.0s - data_download (45.8 MB) [network]
  Total events: 2

nuc_46 → rpi3_222 - unknown:
----------------------------
  t=  51.3s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_223 - unknown:
----------------------------
  t=  51.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_224 - unknown:
----------------------------
  t=  58.5s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_231 - unknown:
----------------------------
  t=  66.6s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_232 - unknown:
----------------------------
  t=  67.0s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_233 - unknown:
----------------------------
  t=  66.5s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_294 - unknown:
----------------------------
  t=  75.8s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_295 - unknown:
----------------------------
  t=  76.0s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_296 - unknown:
----------------------------
  t=  75.1s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_354 - unknown:
----------------------------
  t=  59.5s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_355 - unknown:
----------------------------
  t=  59.6s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_356 - unknown:
----------------------------
  t=  59.3s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_414 - unknown:
----------------------------
  t=  71.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_415 - unknown:
----------------------------
  t=  71.3s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_416 - unknown:
----------------------------
  t=  71.1s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_45 - unknown:
---------------------------
  t=  71.6s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_459 - unknown:
----------------------------
  t=  17.5s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_46 - unknown:
---------------------------
  t=  71.7s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_460 - unknown:
----------------------------
  t=  18.1s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_461 - unknown:
----------------------------
  t=  16.1s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_468 - unknown:
----------------------------
  t=  77.4s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_469 - unknown:
----------------------------
  t=  77.3s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_47 - unknown:
---------------------------
  t=  72.3s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_470 - unknown:
----------------------------
  t=  75.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_471 - unknown:
----------------------------
  t=  69.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_472 - unknown:
----------------------------
  t=  69.0s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_473 - unknown:
----------------------------
  t=  69.4s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_474 - unknown:
----------------------------
  t=  61.4s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_475 - unknown:
----------------------------
  t=  61.5s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_476 - unknown:
----------------------------
  t=  61.6s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_87 - unknown:
---------------------------
  t=  79.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_88 - unknown:
---------------------------
  t=  79.0s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi3_89 - unknown:
---------------------------
  t=  79.4s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_152 - unknown:
----------------------------
  t=  49.5s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_153 - unknown:
----------------------------
  t=  49.7s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_160 - unknown:
----------------------------
  t=  66.4s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_161 - unknown:
----------------------------
  t=  66.9s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_190 - unknown:
----------------------------
  t=  68.3s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_191 - unknown:
----------------------------
  t=  67.6s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_220 - unknown:
----------------------------
  t=  83.9s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_221 - unknown:
----------------------------
  t=  83.3s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_228 - unknown:
----------------------------
  t=  28.6s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_229 - unknown:
----------------------------
  t=  28.5s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_298 - unknown:
----------------------------
  t=  18.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_299 - unknown:
----------------------------
  t=  16.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_312 - unknown:
----------------------------
  t=  50.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_313 - unknown:
----------------------------
  t=  50.3s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_314 - unknown:
----------------------------
  t=  80.7s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_315 - unknown:
----------------------------
  t=  80.8s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_330 - unknown:
----------------------------
  t=  77.1s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_331 - unknown:
----------------------------
  t=  77.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_354 - unknown:
----------------------------
  t=  73.9s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_355 - unknown:
----------------------------
  t=  73.6s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_374 - unknown:
----------------------------
  t=  47.5s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_375 - unknown:
----------------------------
  t=  48.0s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_402 - unknown:
----------------------------
  t=  80.9s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_403 - unknown:
----------------------------
  t=  81.1s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_404 - unknown:
----------------------------
  t=  81.8s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_405 - unknown:
----------------------------
  t=  82.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_444 - unknown:
----------------------------
  t=  28.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_445 - unknown:
----------------------------
  t=  28.8s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_478 - unknown:
----------------------------
  t=  65.1s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_479 - unknown:
----------------------------
  t=  64.5s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_66 - unknown:
---------------------------
  t=  75.7s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_67 - unknown:
---------------------------
  t=  75.5s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_84 - unknown:
---------------------------
  t=  67.9s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_85 - unknown:
---------------------------
  t=  68.0s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_88 - unknown:
---------------------------
  t=  58.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_89 - unknown:
---------------------------
  t=  58.7s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_92 - unknown:
---------------------------
  t=  81.2s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → rpi4_93 - unknown:
---------------------------
  t=  81.0s - data_download (45.8 MB) [network]
  Total events: 1

nuc_46 → tx2_0 - unknown:
-------------------------
  t=  12.6s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_1 - unknown:
-------------------------
  t=  12.7s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_10 - unknown:
--------------------------
  t= 102.4s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_11 - unknown:
--------------------------
  t= 102.2s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_12 - unknown:
--------------------------
  t= 104.3s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_13 - unknown:
--------------------------
  t= 103.9s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_14 - unknown:
--------------------------
  t= 104.0s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_15 - unknown:
--------------------------
  t= 105.7s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_16 - unknown:
--------------------------
  t= 106.6s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_17 - unknown:
--------------------------
  t= 108.9s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_18 - unknown:
--------------------------
  t= 108.7s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_19 - unknown:
--------------------------
  t= 110.3s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_2 - unknown:
-------------------------
  t=  12.1s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_20 - unknown:
--------------------------
  t= 109.9s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_225 - unknown:
---------------------------
  t=  12.4s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_229 - unknown:
---------------------------
  t=  96.0s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_238 - unknown:
---------------------------
  t=  95.9s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_240 - unknown:
---------------------------
  t= 103.0s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_259 - unknown:
---------------------------
  t=  97.2s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_260 - unknown:
---------------------------
  t= 100.4s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_268 - unknown:
---------------------------
  t=  97.5s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_283 - unknown:
---------------------------
  t= 106.8s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_3 - unknown:
-------------------------
  t=  76.2s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_305 - unknown:
---------------------------
  t= 104.6s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_322 - unknown:
---------------------------
  t= 101.5s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_342 - unknown:
---------------------------
  t=  96.9s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_344 - unknown:
---------------------------
  t= 100.1s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_346 - unknown:
---------------------------
  t=  49.1s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_357 - unknown:
---------------------------
  t= 102.0s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_359 - unknown:
---------------------------
  t= 107.8s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_362 - unknown:
---------------------------
  t=  88.8s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_363 - unknown:
---------------------------
  t= 110.6s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_372 - unknown:
---------------------------
  t= 111.3s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_4 - unknown:
-------------------------
  t=  76.5s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_5 - unknown:
-------------------------
  t=  76.1s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_6 - unknown:
-------------------------
  t=  98.6s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_7 - unknown:
-------------------------
  t=  98.3s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_8 - unknown:
-------------------------
  t= 102.5s - data_download (98.2 MB) [network]
  Total events: 1

nuc_46 → tx2_9 - unknown:
-------------------------
  t= 102.8s - data_download (98.2 MB) [network]
  Total events: 1

nx_0 - resnet50-training:
-------------------------
  t= 581.0s - deploy replica of resnet50-training [replica]
  t= 610.0s - startup replica of resnet50-training [replica]
  t= 611.0s - setup replica of resnet50-training [replica]
  t= 612.0s - finish replica of resnet50-training [replica]
  Total events: 4

nx_0 - speech-inference-industrial:
-----------------------------------
  t=1095.0s - deploy replica of speech-inference-industrial [replica]
  t=1106.0s - startup replica of speech-inference-industrial [replica]
  t=1107.0s - setup replica of speech-inference-industrial [replica]
  t=1598.0s - finish replica of speech-inference-industrial [replica]
  Total events: 4

nx_0 → nuc_46 - unknown:
------------------------
  t= 114.9s - data_upload (98.2 MB) [network]
  t= 115.2s - data_upload (98.2 MB) [network]
  t= 115.4s - data_upload (98.2 MB) [network]
  t= 115.6s - data_upload (98.2 MB) [network]
  Total events: 4

nx_1 - resnet50-inference-airport:
----------------------------------
  t=1031.0s - deploy replica of resnet50-inference-airport [replica]
  t=1069.0s - startup replica of resnet50-inference-airport [replica]
  t=1070.0s - setup replica of resnet50-inference-airport [replica]
  t=1763.0s - finish replica of resnet50-inference-airport [replica]
  Total events: 4

nx_118 - resnet50-training-downtown:
------------------------------------
  t= 806.0s - deploy replica of resnet50-training-downtown [replica]
  t= 841.0s - startup replica of resnet50-training-downtown [replica]
  t= 842.0s - setup replica of resnet50-training-downtown [replica]
  t= 843.0s - finish replica of resnet50-training-downtown [replica]
  Total events: 4

nx_118 → nuc_46 - unknown:
--------------------------
  t= 118.8s - data_upload (98.2 MB) [network]
  t= 119.0s - data_upload (98.2 MB) [network]
  t= 119.1s - data_upload (98.2 MB) [network]
  t= 119.2s - data_upload (98.2 MB) [network]
  Total events: 4

nx_131 - resnet50-inference-suburb:
-----------------------------------
  t= 507.0s - deploy replica of resnet50-inference-suburb [replica]
  t= 541.0s - startup replica of resnet50-inference-suburb [replica]
  t= 542.0s - setup replica of resnet50-inference-suburb [replica]
  t=1689.0s - finish replica of resnet50-inference-suburb [replica]
  Total events: 4

nx_131 - speech-inference-airport:
----------------------------------
  t= 868.0s - deploy replica of speech-inference-airport [replica]
  t= 886.0s - startup replica of speech-inference-airport [replica]
  t= 887.0s - setup replica of speech-inference-airport [replica]
  t=1573.0s - finish replica of speech-inference-airport [replica]
  Total events: 4

nx_146 - resnet50-inference-commercial:
---------------------------------------
  t= 795.0s - deploy replica of resnet50-inference-commercial [replica]
  t= 832.0s - startup replica of resnet50-inference-commercial [replica]
  t= 833.0s - setup replica of resnet50-inference-commercial [replica]
  t=1731.0s - finish replica of resnet50-inference-commercial [replica]
  Total events: 4

nx_149 - resnet50-training-downtown:
------------------------------------
  t= 157.0s - deploy replica of resnet50-training-downtown [replica]
  t= 192.0s - startup replica of resnet50-training-downtown [replica]
  t= 193.0s - setup replica of resnet50-training-downtown [replica]
  t= 194.0s - finish replica of resnet50-training-downtown [replica]
  Total events: 4

nx_149 - speech-inference:
--------------------------
  t= 392.0s - deploy replica of speech-inference [replica]
  t= 406.0s - startup replica of speech-inference [replica]
  t= 407.0s - setup replica of speech-inference [replica]
  t=1505.0s - finish replica of speech-inference [replica]
  Total events: 4

nx_149 → nuc_46 - unknown:
--------------------------
  t= 112.0s - data_upload (98.2 MB) [network]
  t= 112.1s - data_upload (98.2 MB) [network]
  t= 112.2s - data_upload (98.2 MB) [network]
  t= 112.3s - data_upload (98.2 MB) [network]
  t= 127.0s - data_upload (98.2 MB) [network]
  Total events: 5

nx_167 - resnet50-inference-commercial:
---------------------------------------
  t=1360.0s - deploy replica of resnet50-inference-commercial [replica]
  t=1398.0s - startup replica of resnet50-inference-commercial [replica]
  t=1399.0s - setup replica of resnet50-inference-commercial [replica]
  t=1809.0s - finish replica of resnet50-inference-commercial [replica]
  Total events: 4

nx_169 - resnet50-inference-commercial:
---------------------------------------
  t=  85.0s - deploy replica of resnet50-inference-commercial [replica]
  t= 122.0s - startup replica of resnet50-inference-commercial [replica]
  t= 123.0s - setup replica of resnet50-inference-commercial [replica]
  t=1491.0s - finish replica of resnet50-inference-commercial [replica]
  Total events: 4

nx_169 - speech-inference-downtown:
-----------------------------------
  t= 150.0s - deploy replica of speech-inference-downtown [replica]
  t= 163.0s - startup replica of speech-inference-downtown [replica]
  t= 164.0s - setup replica of speech-inference-downtown [replica]
  t= 502.0s - finish replica of speech-inference-downtown [replica]
  Total events: 4

nx_170 - resnet50-training-downtown:
------------------------------------
  t=1157.0s - deploy replica of resnet50-training-downtown [replica]
  t=1190.0s - startup replica of resnet50-training-downtown [replica]
  t=1191.0s - setup replica of resnet50-training-downtown [replica]
  t=1192.0s - finish replica of resnet50-training-downtown [replica]
  Total events: 4

nx_170 → nuc_46 - unknown:
--------------------------
  t= 120.9s - data_upload (98.2 MB) [network]
  t= 121.0s - data_upload (98.2 MB) [network]
  t= 121.1s - data_upload (98.2 MB) [network]
  t= 121.2s - data_upload (98.2 MB) [network]
  Total events: 4

nx_175 - resnet50-training-suburb:
----------------------------------
  t= 403.0s - deploy replica of resnet50-training-suburb [replica]
  t= 438.0s - startup replica of resnet50-training-suburb [replica]
  t= 439.0s - setup replica of resnet50-training-suburb [replica]
  t= 440.0s - finish replica of resnet50-training-suburb [replica]
  Total events: 4

nx_175 - speech-inference-airport:
----------------------------------
  t= 751.0s - deploy replica of speech-inference-airport [replica]
  t= 763.0s - startup replica of speech-inference-airport [replica]
  t= 764.0s - setup replica of speech-inference-airport [replica]
  t=1558.0s - finish replica of speech-inference-airport [replica]
  Total events: 4

nx_175 → nuc_46 - unknown:
--------------------------
  t= 114.0s - data_upload (98.2 MB) [network]
  t= 114.1s - data_upload (98.2 MB) [network]
  t= 114.2s - data_upload (98.2 MB) [network]
  t= 114.3s - data_upload (98.2 MB) [network]
  Total events: 4

nx_179 - resnet50-training:
---------------------------
  t=1042.0s - deploy replica of resnet50-training [replica]
  t=1073.0s - startup replica of resnet50-training [replica]
  t=1074.0s - setup replica of resnet50-training [replica]
  t=1075.0s - finish replica of resnet50-training [replica]
  Total events: 4

nx_179 → nuc_46 - unknown:
--------------------------
  t= 119.6s - data_upload (98.2 MB) [network]
  t= 119.8s - data_upload (98.2 MB) [network]
  t= 119.9s - data_upload (98.2 MB) [network]
  t= 120.0s - data_upload (98.2 MB) [network]
  Total events: 4

nx_191 - resnet50-training:
---------------------------
  t=1260.0s - deploy replica of resnet50-training [replica]
  t=1289.0s - startup replica of resnet50-training [replica]
  t=1290.0s - setup replica of resnet50-training [replica]
  t=1291.0s - finish replica of resnet50-training [replica]
  Total events: 4

nx_191 → nuc_46 - unknown:
--------------------------
  t= 121.9s - data_upload (98.2 MB) [network]
  t= 122.2s - data_upload (98.2 MB) [network]
  t= 122.3s - data_upload (98.2 MB) [network]
  t= 122.9s - data_upload (98.2 MB) [network]
  Total events: 4

nx_207 - resnet50-inference-suburb:
-----------------------------------
  t= 970.0s - deploy replica of resnet50-inference-suburb [replica]
  t=1004.0s - startup replica of resnet50-inference-suburb [replica]
  t=1005.0s - setup replica of resnet50-inference-suburb [replica]
  t=1755.0s - finish replica of resnet50-inference-suburb [replica]
  Total events: 4

nx_210 - resnet50-inference-residential:
----------------------------------------
  t= 447.0s - deploy replica of resnet50-inference-residential [replica]
  t= 479.0s - startup replica of resnet50-inference-residential [replica]
  t= 480.0s - setup replica of resnet50-inference-residential [replica]
  t=1677.0s - finish replica of resnet50-inference-residential [replica]
  Total events: 4

nx_210 - speech-inference:
--------------------------
  t= 862.0s - deploy replica of speech-inference [replica]
  t= 871.0s - startup replica of speech-inference [replica]
  t= 872.0s - setup replica of speech-inference [replica]
  t=1568.0s - finish replica of speech-inference [replica]
  Total events: 4

nx_214 - resnet50-training:
---------------------------
  t= 346.0s - deploy replica of resnet50-training [replica]
  t= 375.0s - startup replica of resnet50-training [replica]
  t= 376.0s - setup replica of resnet50-training [replica]
  t= 377.0s - finish replica of resnet50-training [replica]
  Total events: 4

nx_214 - speech-inference-downtown:
-----------------------------------
  t= 685.0s - deploy replica of speech-inference-downtown [replica]
  t= 700.0s - startup replica of speech-inference-downtown [replica]
  t= 701.0s - setup replica of speech-inference-downtown [replica]
  t=1549.0s - finish replica of speech-inference-downtown [replica]
  Total events: 4

nx_214 → nuc_46 - unknown:
--------------------------
  t= 112.4s - data_upload (98.2 MB) [network]
  t= 112.5s - data_upload (98.2 MB) [network]
  t= 112.6s - data_upload (98.2 MB) [network]
  t= 112.7s - data_upload (98.2 MB) [network]
  t= 127.2s - data_upload (98.2 MB) [network]
  Total events: 5

nx_218 - resnet50-training-suburb:
----------------------------------
  t= 103.0s - deploy replica of resnet50-training-suburb [replica]
  t= 134.0s - startup replica of resnet50-training-suburb [replica]
  t= 135.0s - setup replica of resnet50-training-suburb [replica]
  t= 136.0s - finish replica of resnet50-training-suburb [replica]
  Total events: 4

nx_218 - speech-inference:
--------------------------
  t= 206.0s - deploy replica of speech-inference [replica]
  t= 216.0s - startup replica of speech-inference [replica]
  t= 217.0s - setup replica of speech-inference [replica]
  t= 857.0s - finish replica of speech-inference [replica]
  Total events: 4

nx_218 → nuc_46 - unknown:
--------------------------
  t= 111.6s - data_upload (98.2 MB) [network]
  t= 111.7s - data_upload (98.2 MB) [network]
  t= 111.8s - data_upload (98.2 MB) [network]
  t= 111.9s - data_upload (98.2 MB) [network]
  t= 126.8s - data_upload (98.2 MB) [network]
  Total events: 5

nx_221 - resnet50-inference-airport:
------------------------------------
